2 #SUP: 2692
3 #SUP: 1749
6 #SUP: 945
10 #SUP: 1000
11 #SUP: 1159
13 #SUP: 937
23 #SUP: 2084
24 #SUP: 898
28 #SUP: 1891
34 #SUP: 2981
36 #SUP: 2108
39 #SUP: 2518
52 #SUP: 1090
53 #SUP: 1891
54 #SUP: 1120
56 #SUP: 1157
59 #SUP: 2578
63 #SUP: 2386
67 #SUP: 2276
76 #SUP: 2268
85 #SUP: 2981
86 #SUP: 2981
90 #SUP: 2981
93 #SUP: 2194
98 #SUP: 1431
99 #SUP: 1483
114 #SUP: 1253
116 #SUP: 1145
2 93 98 #SUP: 912
2 93 99 #SUP: 963
2 93 116 #SUP: 1123
3 23 34 #SUP: 1298
3 23 36 #SUP: 1250
3 23 39 #SUP: 1122
3 23 59 #SUP: 1298
3 23 63 #SUP: 1202
3 23 85 #SUP: 1298
3 23 86 #SUP: 1298
3 23 90 #SUP: 1298
3 23 93 #SUP: 1298
3 28 34 #SUP: 1186
3 28 39 #SUP: 1154
3 28 53 #SUP: 1154
3 28 59 #SUP: 994
3 28 63 #SUP: 994
3 28 85 #SUP: 1186
3 28 86 #SUP: 1186
3 28 90 #SUP: 1186
3 34 36 #SUP: 1307
3 34 39 #SUP: 1525
3 34 53 #SUP: 1202
3 34 59 #SUP: 1537
3 34 63 #SUP: 1441
3 34 67 #SUP: 1212
3 34 76 #SUP: 1209
3 34 85 #SUP: 1748
3 34 86 #SUP: 1748
3 34 90 #SUP: 1748
3 34 93 #SUP: 1345
3 36 39 #SUP: 1141
3 36 59 #SUP: 1288
3 36 63 #SUP: 1192
3 36 85 #SUP: 1307
3 36 86 #SUP: 1307
3 36 90 #SUP: 1307
3 36 93 #SUP: 1288
3 39 53 #SUP: 1154
3 39 59 #SUP: 1314
3 39 63 #SUP: 1218
3 39 67 #SUP: 989
3 39 76 #SUP: 986
3 39 85 #SUP: 1525
3 39 86 #SUP: 1525
3 39 90 #SUP: 1525
3 39 93 #SUP: 1122
3 53 59 #SUP: 1010
3 53 63 #SUP: 1010
3 53 85 #SUP: 1202
3 53 86 #SUP: 1202
3 53 90 #SUP: 1202
3 59 63 #SUP: 1345
3 59 67 #SUP: 1020
3 59 76 #SUP: 1017
3 59 85 #SUP: 1537
3 59 86 #SUP: 1537
3 59 90 #SUP: 1537
3 59 93 #SUP: 1345
3 63 67 #SUP: 924
3 63 76 #SUP: 921
3 63 85 #SUP: 1441
3 63 86 #SUP: 1441
3 63 90 #SUP: 1441
3 63 93 #SUP: 1249
3 67 76 #SUP: 1042
3 67 85 #SUP: 1212
3 67 86 #SUP: 1212
3 67 90 #SUP: 1212
3 76 85 #SUP: 1209
3 76 86 #SUP: 1209
3 76 90 #SUP: 1209
3 85 86 #SUP: 1748
3 85 90 #SUP: 1748
3 85 93 #SUP: 1345
3 86 90 #SUP: 1748
3 86 93 #SUP: 1345
3 90 93 #SUP: 1345
6 34 85 #SUP: 945
6 34 86 #SUP: 945
6 34 90 #SUP: 945
6 85 86 #SUP: 945
6 85 90 #SUP: 945
6 86 90 #SUP: 945
10 23 34 #SUP: 1000
10 23 36 #SUP: 1000
10 23 59 #SUP: 1000
10 23 85 #SUP: 1000
10 23 86 #SUP: 1000
10 23 90 #SUP: 1000
10 23 93 #SUP: 1000
10 34 36 #SUP: 1000
10 34 59 #SUP: 1000
10 34 85 #SUP: 1000
10 34 86 #SUP: 1000
10 34 90 #SUP: 1000
10 34 93 #SUP: 1000
10 36 59 #SUP: 1000
10 36 85 #SUP: 1000
10 36 86 #SUP: 1000
10 36 90 #SUP: 1000
10 36 93 #SUP: 1000
10 59 85 #SUP: 1000
10 59 86 #SUP: 1000
10 59 90 #SUP: 1000
10 59 93 #SUP: 1000
10 85 86 #SUP: 1000
10 85 90 #SUP: 1000
10 85 93 #SUP: 1000
10 86 90 #SUP: 1000
10 86 93 #SUP: 1000
10 90 93 #SUP: 1000
11 28 34 #SUP: 1083
11 28 39 #SUP: 987
11 28 53 #SUP: 987
11 28 85 #SUP: 1083
11 28 86 #SUP: 1083
11 28 90 #SUP: 1083
11 34 39 #SUP: 1006
11 34 53 #SUP: 1035
11 34 59 #SUP: 947
11 34 63 #SUP: 947
11 34 85 #SUP: 1158
11 34 86 #SUP: 1158
11 34 90 #SUP: 1158
11 39 53 #SUP: 987
11 39 85 #SUP: 1006
11 39 86 #SUP: 1006
11 39 90 #SUP: 1006
11 53 85 #SUP: 1035
11 53 86 #SUP: 1035
11 53 90 #SUP: 1035
11 59 85 #SUP: 947
11 59 86 #SUP: 947
11 59 90 #SUP: 947
11 63 85 #SUP: 947
11 63 86 #SUP: 947
11 63 90 #SUP: 947
11 85 86 #SUP: 1158
11 85 90 #SUP: 1158
11 86 90 #SUP: 1158
13 34 85 #SUP: 937
13 34 86 #SUP: 937
13 34 90 #SUP: 937
13 85 86 #SUP: 937
13 85 90 #SUP: 937
13 86 90 #SUP: 937
23 28 34 #SUP: 1027
23 28 36 #SUP: 1027
23 28 39 #SUP: 1027
23 28 53 #SUP: 1027
23 28 56 #SUP: 1027
23 28 59 #SUP: 1027
23 28 63 #SUP: 1027
23 28 85 #SUP: 1027
23 28 86 #SUP: 1027
23 28 90 #SUP: 1027
23 28 93 #SUP: 1027
23 28 116 #SUP: 1027
23 34 36 #SUP: 1987
23 34 39 #SUP: 1731
23 34 52 #SUP: 960
23 34 53 #SUP: 1123
23 34 56 #SUP: 1123
23 34 59 #SUP: 2083
23 34 63 #SUP: 1891
23 34 67 #SUP: 1397
23 34 76 #SUP: 1389
23 34 85 #SUP: 2083
23 34 86 #SUP: 2083
23 34 90 #SUP: 2083
23 34 93 #SUP: 2083
23 34 98 #SUP: 992
23 34 99 #SUP: 1043
23 34 116 #SUP: 1123
23 36 39 #SUP: 1731
23 36 52 #SUP: 960
23 36 53 #SUP: 1027
23 36 56 #SUP: 1027
23 36 59 #SUP: 1987
23 36 63 #SUP: 1795
23 36 67 #SUP: 1301
23 36 76 #SUP: 1293
23 36 85 #SUP: 1987
23 36 86 #SUP: 1987
23 36 90 #SUP: 1987
23 36 93 #SUP: 1987
23 36 98 #SUP: 992
23 36 99 #SUP: 995
23 36 116 #SUP: 1027
23 39 53 #SUP: 1027
23 39 56 #SUP: 1027
23 39 59 #SUP: 1731
23 39 63 #SUP: 1539
23 39 67 #SUP: 1045
23 39 76 #SUP: 1037
23 39 85 #SUP: 1731
23 39 86 #SUP: 1731
23 39 90 #SUP: 1731
23 39 93 #SUP: 1731
23 39 116 #SUP: 1027
23 52 59 #SUP: 960
23 52 67 #SUP: 960
23 52 76 #SUP: 960
23 52 85 #SUP: 960
23 52 86 #SUP: 960
23 52 90 #SUP: 960
23 52 93 #SUP: 960
23 53 56 #SUP: 1123
23 53 59 #SUP: 1123
23 53 63 #SUP: 1123
23 53 85 #SUP: 1123
23 53 86 #SUP: 1123
23 53 90 #SUP: 1123
23 53 93 #SUP: 1123
23 53 116 #SUP: 1123
23 56 59 #SUP: 1123
23 56 63 #SUP: 1123
23 56 85 #SUP: 1123
23 56 86 #SUP: 1123
23 56 90 #SUP: 1123
23 56 93 #SUP: 1123
23 56 116 #SUP: 1123
23 59 63 #SUP: 1891
23 59 67 #SUP: 1397
23 59 76 #SUP: 1389
23 59 85 #SUP: 2083
23 59 86 #SUP: 2083
23 59 90 #SUP: 2083
23 59 93 #SUP: 2083
23 59 98 #SUP: 992
23 59 99 #SUP: 1043
23 59 116 #SUP: 1123
23 63 67 #SUP: 1205
23 63 76 #SUP: 1197
23 63 85 #SUP: 1891
23 63 86 #SUP: 1891
23 63 90 #SUP: 1891
23 63 93 #SUP: 1891
23 63 98 #SUP: 896
23 63 99 #SUP: 947
23 63 116 #SUP: 1123
23 67 76 #SUP: 1169
23 67 85 #SUP: 1397
23 67 86 #SUP: 1397
23 67 90 #SUP: 1397
23 67 93 #SUP: 1397
23 76 85 #SUP: 1389
23 76 86 #SUP: 1389
23 76 90 #SUP: 1389
23 76 93 #SUP: 1389
23 85 86 #SUP: 2083
23 85 90 #SUP: 2083
23 85 93 #SUP: 2083
23 85 98 #SUP: 992
23 85 99 #SUP: 1043
23 85 116 #SUP: 1123
23 86 90 #SUP: 2083
23 86 93 #SUP: 2083
23 86 98 #SUP: 992
23 86 99 #SUP: 1043
23 86 116 #SUP: 1123
23 90 93 #SUP: 2083
23 90 98 #SUP: 992
23 90 99 #SUP: 1043
23 90 116 #SUP: 1123
23 93 98 #SUP: 992
23 93 99 #SUP: 1043
23 93 116 #SUP: 1123
24 34 85 #SUP: 898
24 34 86 #SUP: 898
24 34 90 #SUP: 898
24 85 86 #SUP: 898
24 85 90 #SUP: 898
24 86 90 #SUP: 898
28 34 36 #SUP: 1123
28 34 39 #SUP: 1795
28 34 53 #SUP: 1795
28 34 56 #SUP: 1027
28 34 59 #SUP: 1507
28 34 63 #SUP: 1507
28 34 67 #SUP: 1205
28 34 76 #SUP: 1197
28 34 85 #SUP: 1891
28 34 86 #SUP: 1891
28 34 90 #SUP: 1891
28 34 93 #SUP: 1123
28 34 98 #SUP: 944
28 34 99 #SUP: 947
28 34 116 #SUP: 1027
28 36 39 #SUP: 1027
28 36 53 #SUP: 1027
28 36 56 #SUP: 1027
28 36 59 #SUP: 1123
28 36 63 #SUP: 1123
28 36 85 #SUP: 1123
28 36 86 #SUP: 1123
28 36 90 #SUP: 1123
28 36 93 #SUP: 1123
28 36 116 #SUP: 1027
28 39 53 #SUP: 1795
28 39 56 #SUP: 1027
28 39 59 #SUP: 1411
28 39 63 #SUP: 1411
28 39 67 #SUP: 1109
28 39 76 #SUP: 1101
28 39 85 #SUP: 1795
28 39 86 #SUP: 1795
28 39 90 #SUP: 1795
28 39 93 #SUP: 1027
28 39 98 #SUP: 896
28 39 99 #SUP: 899
28 39 116 #SUP: 1027
28 53 56 #SUP: 1027
28 53 59 #SUP: 1411
28 53 63 #SUP: 1411
28 53 67 #SUP: 1109
28 53 76 #SUP: 1101
28 53 85 #SUP: 1795
28 53 86 #SUP: 1795
28 53 90 #SUP: 1795
28 53 93 #SUP: 1027
28 53 98 #SUP: 896
28 53 99 #SUP: 899
28 53 116 #SUP: 1027
28 56 59 #SUP: 1027
28 56 63 #SUP: 1027
28 56 85 #SUP: 1027
28 56 86 #SUP: 1027
28 56 90 #SUP: 1027
28 56 93 #SUP: 1027
28 56 116 #SUP: 1027
28 59 63 #SUP: 1315
28 59 85 #SUP: 1507
28 59 86 #SUP: 1507
28 59 90 #SUP: 1507
28 59 93 #SUP: 1123
28 59 116 #SUP: 1027
28 63 85 #SUP: 1507
28 63 86 #SUP: 1507
28 63 90 #SUP: 1507
28 63 93 #SUP: 1123
28 63 116 #SUP: 1027
28 67 76 #SUP: 977
28 67 85 #SUP: 1205
28 67 86 #SUP: 1205
28 67 90 #SUP: 1205
28 76 85 #SUP: 1197
28 76 86 #SUP: 1197
28 76 90 #SUP: 1197
28 85 86 #SUP: 1891
28 85 90 #SUP: 1891
28 85 93 #SUP: 1123
28 85 98 #SUP: 944
28 85 99 #SUP: 947
28 85 116 #SUP: 1027
28 86 90 #SUP: 1891
28 86 93 #SUP: 1123
28 86 98 #SUP: 944
28 86 99 #SUP: 947
28 86 116 #SUP: 1027
28 90 93 #SUP: 1123
28 90 98 #SUP: 944
28 90 99 #SUP: 947
28 90 116 #SUP: 1027
28 93 116 #SUP: 1027
34 36 39 #SUP: 1750
34 36 52 #SUP: 1081
34 36 53 #SUP: 1027
34 36 56 #SUP: 1052
34 36 59 #SUP: 2089
34 36 63 #SUP: 1897
34 36 67 #SUP: 1403
34 36 76 #SUP: 1395
34 36 85 #SUP: 2108
34 36 86 #SUP: 2108
34 36 90 #SUP: 2108
34 36 93 #SUP: 2089
34 36 98 #SUP: 1044
34 36 99 #SUP: 1045
34 36 116 #SUP: 1040
34 39 53 #SUP: 1795
34 39 56 #SUP: 1046
34 39 59 #SUP: 2115
34 39 63 #SUP: 1923
34 39 67 #SUP: 1813
34 39 76 #SUP: 1805
34 39 85 #SUP: 2518
34 39 86 #SUP: 2518
34 39 90 #SUP: 2518
34 39 93 #SUP: 1731
34 39 98 #SUP: 1248
34 39 99 #SUP: 1251
34 39 114 #SUP: 1125
34 39 116 #SUP: 1034
34 52 59 #SUP: 1071
34 52 67 #SUP: 1071
34 52 76 #SUP: 1071
34 52 85 #SUP: 1090
34 52 86 #SUP: 1090
34 52 90 #SUP: 1090
34 52 93 #SUP: 1071
34 53 56 #SUP: 1123
34 53 59 #SUP: 1507
34 53 63 #SUP: 1507
34 53 67 #SUP: 1205
34 53 76 #SUP: 1197
34 53 85 #SUP: 1891
34 53 86 #SUP: 1891
34 53 90 #SUP: 1891
34 53 93 #SUP: 1123
34 53 98 #SUP: 896
34 53 99 #SUP: 947
34 53 116 #SUP: 1123
34 54 67 #SUP: 1120
34 54 76 #SUP: 1120
34 54 85 #SUP: 1120
34 54 86 #SUP: 1120
34 54 90 #SUP: 1120
34 54 114 #SUP: 896
34 56 59 #SUP: 1138
34 56 63 #SUP: 1138
34 56 85 #SUP: 1157
34 56 86 #SUP: 1157
34 56 90 #SUP: 1157
34 56 93 #SUP: 1138
34 56 116 #SUP: 1145
34 59 63 #SUP: 2194
34 59 67 #SUP: 1892
34 59 76 #SUP: 1884
34 59 85 #SUP: 2578
34 59 86 #SUP: 2578
34 59 90 #SUP: 2578
34 59 93 #SUP: 2194
34 59 98 #SUP: 1239
34 59 99 #SUP: 1291
34 59 116 #SUP: 1138
34 63 67 #SUP: 1700
34 63 76 #SUP: 1692
34 63 85 #SUP: 2386
34 63 86 #SUP: 2386
34 63 90 #SUP: 2386
34 63 93 #SUP: 2002
34 63 98 #SUP: 1143
34 63 99 #SUP: 1195
34 63 116 #SUP: 1138
34 67 76 #SUP: 2048
34 67 85 #SUP: 2276
34 67 86 #SUP: 2276
34 67 90 #SUP: 2276
34 67 93 #SUP: 1508
34 67 98 #SUP: 1087
34 67 99 #SUP: 1141
34 67 114 #SUP: 1248
34 76 85 #SUP: 2268
34 76 86 #SUP: 2268
34 76 90 #SUP: 2268
34 76 93 #SUP: 1500
34 76 98 #SUP: 1086
34 76 99 #SUP: 1134
34 76 114 #SUP: 1248
34 85 86 #SUP: 2981
34 85 90 #SUP: 2981
34 85 93 #SUP: 2194
34 85 98 #SUP: 1431
34 85 99 #SUP: 1483
34 85 114 #SUP: 1253
34 85 116 #SUP: 1145
34 86 90 #SUP: 2981
34 86 93 #SUP: 2194
34 86 98 #SUP: 1431
34 86 99 #SUP: 1483
34 86 114 #SUP: 1253
34 86 116 #SUP: 1145
34 90 93 #SUP: 2194
34 90 98 #SUP: 1431
34 90 99 #SUP: 1483
34 90 114 #SUP: 1253
34 90 116 #SUP: 1145
34 93 98 #SUP: 1047
34 93 99 #SUP: 1099
34 93 116 #SUP: 1138
36 39 53 #SUP: 1027
36 39 56 #SUP: 1046
36 39 59 #SUP: 1731
36 39 63 #SUP: 1539
36 39 67 #SUP: 1045
36 39 76 #SUP: 1037
36 39 85 #SUP: 1750
36 39 86 #SUP: 1750
36 39 90 #SUP: 1750
36 39 93 #SUP: 1731
36 39 116 #SUP: 1034
36 52 59 #SUP: 1062
36 52 67 #SUP: 1062
36 52 76 #SUP: 1062
36 52 85 #SUP: 1081
36 52 86 #SUP: 1081
36 52 90 #SUP: 1081
36 52 93 #SUP: 1062
36 53 56 #SUP: 1027
36 53 59 #SUP: 1027
36 53 63 #SUP: 1027
36 53 85 #SUP: 1027
36 53 86 #SUP: 1027
36 53 90 #SUP: 1027
36 53 93 #SUP: 1027
36 53 116 #SUP: 1027
36 56 59 #SUP: 1033
36 56 63 #SUP: 1033
36 56 85 #SUP: 1052
36 56 86 #SUP: 1052
36 56 90 #SUP: 1052
36 56 93 #SUP: 1033
36 56 116 #SUP: 1040
36 59 63 #SUP: 1897
36 59 67 #SUP: 1403
36 59 76 #SUP: 1395
36 59 85 #SUP: 2089
36 59 86 #SUP: 2089
36 59 90 #SUP: 2089
36 59 93 #SUP: 2089
36 59 98 #SUP: 1044
36 59 99 #SUP: 1045
36 59 116 #SUP: 1033
36 63 67 #SUP: 1211
36 63 76 #SUP: 1203
36 63 85 #SUP: 1897
