114 #SUP: 1253
98 #SUP: 1431
99 #SUP: 1483
3 #SUP: 1749
28 #SUP: 1891
53 #SUP: 1891
23 #SUP: 2084
36 #SUP: 2108
93 #SUP: 2194
76 #SUP: 2268
67 #SUP: 2276
63 #SUP: 2386
39 #SUP: 2518
59 #SUP: 2578
2 #SUP: 2692
34 #SUP: 2981
85 #SUP: 2981
86 #SUP: 2981
90 #SUP: 2981
28 85 #SUP: 1891
28 86 #SUP: 1891
28 90 #SUP: 1891
3 53 #SUP: 1202
3 23 #SUP: 1299
3 36 #SUP: 1307
3 93 #SUP: 1345
3 76 #SUP: 1209
3 67 #SUP: 1212
3 63 #SUP: 1441
3 39 #SUP: 1525
3 59 #SUP: 1537
2 3 #SUP: 1587
3 34 #SUP: 1748
3 85 #SUP: 1748
3 86 #SUP: 1748
3 90 #SUP: 1748
63 99 #SUP: 1195
39 99 #SUP: 1251
59 99 #SUP: 1291
2 99 #SUP: 1347
34 99 #SUP: 1483
85 99 #SUP: 1483
86 99 #SUP: 1483
90 99 #SUP: 1483
39 98 #SUP: 1248
59 98 #SUP: 1239
2 98 #SUP: 1296
34 98 #SUP: 1431
85 98 #SUP: 1431
86 98 #SUP: 1431
90 98 #SUP: 1431
76 114 #SUP: 1248
67 114 #SUP: 1248
34 114 #SUP: 1253
85 114 #SUP: 1253
86 114 #SUP: 1253
90 114 #SUP: 1253
86 90 114 #SUP: 1253
85 86 114 #SUP: 1253
85 90 114 #SUP: 1253
34 85 114 #SUP: 1253
34 86 114 #SUP: 1253
34 90 114 #SUP: 1253
34 67 114 #SUP: 1248
67 85 114 #SUP: 1248
67 86 114 #SUP: 1248
67 90 114 #SUP: 1248
67 76 114 #SUP: 1248
34 76 114 #SUP: 1248
76 85 114 #SUP: 1248
76 86 114 #SUP: 1248
76 90 114 #SUP: 1248
86 90 98 #SUP: 1431
85 86 98 #SUP: 1431
85 90 98 #SUP: 1431
34 85 98 #SUP: 1431
34 86 98 #SUP: 1431
34 90 98 #SUP: 1431
2 34 98 #SUP: 1296
2 85 98 #SUP: 1296
2 86 98 #SUP: 1296
2 90 98 #SUP: 1296
34 59 98 #SUP: 1239
59 85 98 #SUP: 1239
59 86 98 #SUP: 1239
59 90 98 #SUP: 1239
2 39 98 #SUP: 1248
34 39 98 #SUP: 1248
39 85 98 #SUP: 1248
39 86 98 #SUP: 1248
39 90 98 #SUP: 1248
86 90 99 #SUP: 1483
85 86 99 #SUP: 1483
85 90 99 #SUP: 1483
34 85 99 #SUP: 1483
34 86 99 #SUP: 1483
34 90 99 #SUP: 1483
2 34 99 #SUP: 1347
2 85 99 #SUP: 1347
2 86 99 #SUP: 1347
2 90 99 #SUP: 1347
34 59 99 #SUP: 1291
59 85 99 #SUP: 1291
59 86 99 #SUP: 1291
59 90 99 #SUP: 1291
2 39 99 #SUP: 1251
34 39 99 #SUP: 1251
39 85 99 #SUP: 1251
39 86 99 #SUP: 1251
39 90 99 #SUP: 1251
34 63 99 #SUP: 1195
63 85 99 #SUP: 1195
63 86 99 #SUP: 1195
63 90 99 #SUP: 1195
3 86 90 #SUP: 1748
3 85 86 #SUP: 1748
3 85 90 #SUP: 1748
3 34 85 #SUP: 1748
3 34 86 #SUP: 1748
3 34 90 #SUP: 1748
2 3 34 #SUP: 1586
2 3 85 #SUP: 1586
2 3 86 #SUP: 1586
2 3 90 #SUP: 1586
2 3 59 #SUP: 1394
3 34 59 #SUP: 1537
3 59 85 #SUP: 1537
3 59 86 #SUP: 1537
3 59 90 #SUP: 1537
3 39 59 #SUP: 1314
2 3 39 #SUP: 1506
3 34 39 #SUP: 1525
3 39 85 #SUP: 1525
3 39 86 #SUP: 1525
3 39 90 #SUP: 1525
3 39 63 #SUP: 1218
3 59 63 #SUP: 1345
2 3 63 #SUP: 1298
3 34 63 #SUP: 1441
3 63 85 #SUP: 1441
3 63 86 #SUP: 1441
3 63 90 #SUP: 1441
3 34 67 #SUP: 1212
3 67 85 #SUP: 1212
3 67 86 #SUP: 1212
3 67 90 #SUP: 1212
3 34 76 #SUP: 1209
3 76 85 #SUP: 1209
3 76 86 #SUP: 1209
3 76 90 #SUP: 1209
3 63 93 #SUP: 1249
3 59 93 #SUP: 1345
2 3 93 #SUP: 1202
3 34 93 #SUP: 1345
3 85 93 #SUP: 1345
3 86 93 #SUP: 1345
3 90 93 #SUP: 1345
3 36 93 #SUP: 1288
3 36 59 #SUP: 1288
3 34 36 #SUP: 1307
3 36 85 #SUP: 1307
3 36 86 #SUP: 1307
3 36 90 #SUP: 1307
3 23 36 #SUP: 1250
3 23 93 #SUP: 1298
3 23 63 #SUP: 1202
3 23 59 #SUP: 1298
3 23 34 #SUP: 1298
3 23 85 #SUP: 1298
3 23 86 #SUP: 1298
3 23 90 #SUP: 1298
2 3 53 #SUP: 1202
3 34 53 #SUP: 1202
3 53 85 #SUP: 1202
3 53 86 #SUP: 1202
3 53 90 #SUP: 1202
28 86 90 #SUP: 1891
28 85 86 #SUP: 1891
28 85 90 #SUP: 1891
28 34 85 #SUP: 1891
28 34 86 #SUP: 1891
28 34 90 #SUP: 1891
2 28 34 #SUP: 1891
2 28 85 #SUP: 1891
2 28 86 #SUP: 1891
2 28 90 #SUP: 1891
2 28 59 #SUP: 1507
28 34 59 #SUP: 1507
28 59 85 #SUP: 1507
28 59 86 #SUP: 1507
28 59 90 #SUP: 1507
28 39 59 #SUP: 1411
2 28 39 #SUP: 1795
28 34 39 #SUP: 1795
28 39 85 #SUP: 1795
28 39 86 #SUP: 1795
28 39 90 #SUP: 1795
28 39 63 #SUP: 1411
28 59 63 #SUP: 1315
2 28 63 #SUP: 1507
28 34 63 #SUP: 1507
28 63 85 #SUP: 1507
28 63 86 #SUP: 1507
28 63 90 #SUP: 1507
2 28 67 #SUP: 1205
28 34 67 #SUP: 1205
28 67 85 #SUP: 1205
28 67 86 #SUP: 1205
28 67 90 #SUP: 1205
2 28 76 #SUP: 1197
28 34 76 #SUP: 1197
28 76 85 #SUP: 1197
28 76 86 #SUP: 1197
28 76 90 #SUP: 1197
28 53 63 #SUP: 1411
28 39 53 #SUP: 1795
28 53 59 #SUP: 1411
2 28 53 #SUP: 1795
28 34 53 #SUP: 1795
28 53 85 #SUP: 1795
28 53 86 #SUP: 1795
28 53 90 #SUP: 1795
53 86 90 #SUP: 1891
53 85 86 #SUP: 1891
53 85 90 #SUP: 1891
34 53 85 #SUP: 1891
34 53 86 #SUP: 1891
34 53 90 #SUP: 1891
2 34 53 #SUP: 1891
2 53 85 #SUP: 1891
2 53 86 #SUP: 1891
2 53 90 #SUP: 1891
2 53 59 #SUP: 1507
34 53 59 #SUP: 1507
53 59 85 #SUP: 1507
53 59 86 #SUP: 1507
53 59 90 #SUP: 1507
39 53 59 #SUP: 1411
2 39 53 #SUP: 1795
34 39 53 #SUP: 1795
39 53 85 #SUP: 1795
39 53 86 #SUP: 1795
39 53 90 #SUP: 1795
39 53 63 #SUP: 1411
53 59 63 #SUP: 1315
2 53 63 #SUP: 1507
34 53 63 #SUP: 1507
53 63 85 #SUP: 1507
53 63 86 #SUP: 1507
53 63 90 #SUP: 1507
2 53 67 #SUP: 1205
34 53 67 #SUP: 1205
53 67 85 #SUP: 1205
53 67 86 #SUP: 1205
53 67 90 #SUP: 1205
2 53 76 #SUP: 1197
34 53 76 #SUP: 1197
53 76 85 #SUP: 1197
53 76 86 #SUP: 1197
53 76 90 #SUP: 1197
23 86 90 #SUP: 2083
23 85 86 #SUP: 2083
23 85 90 #SUP: 2083
23 34 85 #SUP: 2083
23 34 86 #SUP: 2083
23 34 90 #SUP: 2083
2 23 34 #SUP: 1827
2 23 85 #SUP: 1827
2 23 86 #SUP: 1827
2 23 90 #SUP: 1827
2 23 59 #SUP: 1827
23 34 59 #SUP: 2083
23 59 85 #SUP: 2083
23 59 86 #SUP: 2083
23 59 90 #SUP: 2083
23 39 59 #SUP: 1731
2 23 39 #SUP: 1731
23 34 39 #SUP: 1731
23 39 85 #SUP: 1731
23 39 86 #SUP: 1731
23 39 90 #SUP: 1731
23 39 63 #SUP: 1539
23 59 63 #SUP: 1891
2 23 63 #SUP: 1635
23 34 63 #SUP: 1891
23 63 85 #SUP: 1891
23 63 86 #SUP: 1891
23 63 90 #SUP: 1891
23 63 67 #SUP: 1205
23 59 67 #SUP: 1397
23 34 67 #SUP: 1397
23 67 85 #SUP: 1397
23 67 86 #SUP: 1397
23 67 90 #SUP: 1397
23 63 76 #SUP: 1197
23 59 76 #SUP: 1389
23 34 76 #SUP: 1389
23 76 85 #SUP: 1389
23 76 86 #SUP: 1389
23 76 90 #SUP: 1389
23 76 93 #SUP: 1389
23 67 93 #SUP: 1397
23 63 93 #SUP: 1891
23 39 93 #SUP: 1731
23 59 93 #SUP: 2083
2 23 93 #SUP: 1827
23 34 93 #SUP: 2083
23 85 93 #SUP: 2083
23 86 93 #SUP: 2083
23 90 93 #SUP: 2083
23 36 93 #SUP: 1987
23 36 76 #SUP: 1293
23 36 67 #SUP: 1301
23 36 63 #SUP: 1795
23 36 39 #SUP: 1731
23 36 59 #SUP: 1987
2 23 36 #SUP: 1731
23 34 36 #SUP: 1987
23 36 85 #SUP: 1987
23 36 86 #SUP: 1987
23 36 90 #SUP: 1987
36 86 90 #SUP: 2108
36 85 86 #SUP: 2108
36 85 90 #SUP: 2108
34 36 85 #SUP: 2108
34 36 86 #SUP: 2108
34 36 90 #SUP: 2108
2 34 36 #SUP: 1827
2 36 85 #SUP: 1827
2 36 86 #SUP: 1827
2 36 90 #SUP: 1827
2 36 59 #SUP: 1827
34 36 59 #SUP: 2089
36 59 85 #SUP: 2089
36 59 86 #SUP: 2089
36 59 90 #SUP: 2089
36 39 59 #SUP: 1731
2 36 39 #SUP: 1731
34 36 39 #SUP: 1750
36 39 85 #SUP: 1750
36 39 86 #SUP: 1750
36 39 90 #SUP: 1750
36 39 63 #SUP: 1539
36 59 63 #SUP: 1897
2 36 63 #SUP: 1635
34 36 63 #SUP: 1897
36 63 85 #SUP: 1897
36 63 86 #SUP: 1897
36 63 90 #SUP: 1897
36 63 67 #SUP: 1211
36 59 67 #SUP: 1403
34 36 67 #SUP: 1403
36 67 85 #SUP: 1403
36 67 86 #SUP: 1403
36 67 90 #SUP: 1403
36 63 76 #SUP: 1203
36 59 76 #SUP: 1395
34 36 76 #SUP: 1395
36 76 85 #SUP: 1395
36 76 86 #SUP: 1395
36 76 90 #SUP: 1395
36 76 93 #SUP: 1395
36 67 93 #SUP: 1403
36 63 93 #SUP: 1897
36 39 93 #SUP: 1731
36 59 93 #SUP: 2089
2 36 93 #SUP: 1827
34 36 93 #SUP: 2089
36 85 93 #SUP: 2089
36 86 93 #SUP: 2089
36 90 93 #SUP: 2089
86 90 93 #SUP: 2194
85 86 93 #SUP: 2194
85 90 93 #SUP: 2194
34 85 93 #SUP: 2194
34 86 93 #SUP: 2194
34 90 93 #SUP: 2194
2 34 93 #SUP: 1923
2 85 93 #SUP: 1923
2 86 93 #SUP: 1923
2 90 93 #SUP: 1923
2 59 93 #SUP: 1923
34 59 93 #SUP: 2194
59 85 93 #SUP: 2194
59 86 93 #SUP: 2194
59 90 93 #SUP: 2194
39 59 93 #SUP: 1731
2 39 93 #SUP: 1731
34 39 93 #SUP: 1731
39 85 93 #SUP: 1731
39 86 93 #SUP: 1731
39 90 93 #SUP: 1731
39 63 93 #SUP: 1539
59 63 93 #SUP: 2002
2 63 93 #SUP: 1731
34 63 93 #SUP: 2002
63 85 93 #SUP: 2002
63 86 93 #SUP: 2002
63 90 93 #SUP: 2002
63 67 93 #SUP: 1316
59 67 93 #SUP: 1508
2 67 93 #SUP: 1237
34 67 93 #SUP: 1508
67 85 93 #SUP: 1508
67 86 93 #SUP: 1508
67 90 93 #SUP: 1508
67 76 93 #SUP: 1280
63 76 93 #SUP: 1308
59 76 93 #SUP: 1500
2 76 93 #SUP: 1229
34 76 93 #SUP: 1500
76 85 93 #SUP: 1500
76 86 93 #SUP: 1500
76 90 93 #SUP: 1500
76 86 90 #SUP: 2268
76 85 86 #SUP: 2268
76 85 90 #SUP: 2268
34 76 85 #SUP: 2268
34 76 86 #SUP: 2268
34 76 90 #SUP: 2268
2 34 76 #SUP: 1997
2 76 85 #SUP: 1997
2 76 86 #SUP: 1997
2 76 90 #SUP: 1997
2 59 76 #SUP: 1613
34 59 76 #SUP: 1884
59 76 85 #SUP: 1884
59 76 86 #SUP: 1884
59 76 90 #SUP: 1884
39 59 76 #SUP: 1421
2 39 76 #SUP: 1805
34 39 76 #SUP: 1805
39 76 85 #SUP: 1805
39 76 86 #SUP: 1805
39 76 90 #SUP: 1805
39 63 76 #SUP: 1229
59 63 76 #SUP: 1500
2 63 76 #SUP: 1421
34 63 76 #SUP: 1692
63 76 85 #SUP: 1692
63 76 86 #SUP: 1692
63 76 90 #SUP: 1692
63 67 76 #SUP: 1472
39 67 76 #SUP: 1585
59 67 76 #SUP: 1664
2 67 76 #SUP: 1777
34 67 76 #SUP: 2048
67 76 85 #SUP: 2048
67 76 86 #SUP: 2048
67 76 90 #SUP: 2048
67 86 90 #SUP: 2276
67 85 86 #SUP: 2276
67 85 90 #SUP: 2276
34 67 85 #SUP: 2276
34 67 86 #SUP: 2276
34 67 90 #SUP: 2276
2 34 67 #SUP: 2005
2 67 85 #SUP: 2005
2 67 86 #SUP: 2005
2 67 90 #SUP: 2005
2 59 67 #SUP: 1621
34 59 67 #SUP: 1892
59 67 85 #SUP: 1892
59 67 86 #SUP: 1892
59 67 90 #SUP: 1892
39 59 67 #SUP: 1429
2 39 67 #SUP: 1813
34 39 67 #SUP: 1813
39 67 85 #SUP: 1813
39 67 86 #SUP: 1813
39 67 90 #SUP: 1813
39 63 67 #SUP: 1237
59 63 67 #SUP: 1508
2 63 67 #SUP: 1429
34 63 67 #SUP: 1700
63 67 85 #SUP: 1700
63 67 86 #SUP: 1700
63 67 90 #SUP: 1700
63 86 90 #SUP: 2386
63 85 86 #SUP: 2386
63 85 90 #SUP: 2386
34 63 85 #SUP: 2386
34 63 86 #SUP: 2386
34 63 90 #SUP: 2386
2 34 63 #SUP: 2115
2 63 85 #SUP: 2115
2 63 86 #SUP: 2115
2 63 90 #SUP: 2115
2 59 63 #SUP: 1923
34 59 63 #SUP: 2194
59 63 85 #SUP: 2194
59 63 86 #SUP: 2194
59 63 90 #SUP: 2194
39 59 63 #SUP: 1731
2 39 63 #SUP: 1923
34 39 63 #SUP: 1923
39 63 85 #SUP: 1923
39 63 86 #SUP: 1923
39 63 90 #SUP: 1923
39 86 90 #SUP: 2518
39 85 86 #SUP: 2518
39 85 90 #SUP: 2518
34 39 85 #SUP: 2518
34 39 86 #SUP: 2518
34 39 90 #SUP: 2518
2 34 39 #SUP: 2499
2 39 85 #SUP: 2499
2 39 86 #SUP: 2499
2 39 90 #SUP: 2499
2 39 59 #SUP: 2115
34 39 59 #SUP: 2115
39 59 85 #SUP: 2115
39 59 86 #SUP: 2115
39 59 90 #SUP: 2115
59 86 90 #SUP: 2578
59 85 86 #SUP: 2578
59 85 90 #SUP: 2578
34 59 85 #SUP: 2578
34 59 86 #SUP: 2578
34 59 90 #SUP: 2578
2 34 59 #SUP: 2307
2 59 85 #SUP: 2307
2 59 86 #SUP: 2307
2 59 90 #SUP: 2307
2 86 90 #SUP: 2691
2 85 86 #SUP: 2691
2 85 90 #SUP: 2691
2 34 85 #SUP: 2691
2 34 86 #SUP: 2691
2 34 90 #SUP: 2691
34 86 90 #SUP: 2981
34 85 86 #SUP: 2981
34 85 90 #SUP: 2981
85 86 90 #SUP: 2981
34 85 86 90 #SUP: 2981
2 34 86 90 #SUP: 2691
2 34 85 86 #SUP: 2691
2 34 85 90 #SUP: 2691
2 85 86 90 #SUP: 2691
2 59 86 90 #SUP: 2307
2 59 85 86 #SUP: 2307
2 59 85 90 #SUP: 2307
2 34 59 85 #SUP: 2307
2 34 59 86 #SUP: 2307
2 34 59 90 #SUP: 2307
34 59 86 90 #SUP: 2578
34 59 85 86 #SUP: 2578
34 59 85 90 #SUP: 2578
59 85 86 90 #SUP: 2578
39 59 86 90 #SUP: 2115
39 59 85 86 #SUP: 2115
39 59 85 90 #SUP: 2115
34 39 59 85 #SUP: 2115
34 39 59 86 #SUP: 2115
34 39 59 90 #SUP: 2115
2 34 39 59 #SUP: 2115
2 39 59 85 #SUP: 2115
2 39 59 86 #SUP: 2115
2 39 59 90 #SUP: 2115
2 39 86 90 #SUP: 2499
2 39 85 86 #SUP: 2499
2 39 85 90 #SUP: 2499
2 34 39 85 #SUP: 2499
2 34 39 86 #SUP: 2499
2 34 39 90 #SUP: 2499
34 39 86 90 #SUP: 2518
34 39 85 86 #SUP: 2518
34 39 85 90 #SUP: 2518
39 85 86 90 #SUP: 2518
39 63 86 90 #SUP: 1923
39 63 85 86 #SUP: 1923
39 63 85 90 #SUP: 1923
34 39 63 85 #SUP: 1923
34 39 63 86 #SUP: 1923
34 39 63 90 #SUP: 1923
2 34 39 63 #SUP: 1923
2 39 63 85 #SUP: 1923
2 39 63 86 #SUP: 1923
2 39 63 90 #SUP: 1923
2 39 59 63 #SUP: 1731
34 39 59 63 #SUP: 1731
39 59 63 85 #SUP: 1731
39 59 63 86 #SUP: 1731
39 59 63 90 #SUP: 1731
59 63 86 90 #SUP: 2194
59 63 85 86 #SUP: 2194
59 63 85 90 #SUP: 2194
34 59 63 85 #SUP: 2194
34 59 63 86 #SUP: 2194
34 59 63 90 #SUP: 2194
2 34 59 63 #SUP: 1923
2 59 63 85 #SUP: 1923
2 59 63 86 #SUP: 1923
2 59 63 90 #SUP: 1923
2 63 86 90 #SUP: 2115
2 63 85 86 #SUP: 2115
2 63 85 90 #SUP: 2115
2 34 63 85 #SUP: 2115
2 34 63 86 #SUP: 2115
2 34 63 90 #SUP: 2115
34 63 86 90 #SUP: 2386
34 63 85 86 #SUP: 2386
34 63 85 90 #SUP: 2386
63 85 86 90 #SUP: 2386
63 67 86 90 #SUP: 1700
63 67 85 86 #SUP: 1700
63 67 85 90 #SUP: 1700
34 63 67 85 #SUP: 1700
34 63 67 86 #SUP: 1700
34 63 67 90 #SUP: 1700
2 34 63 67 #SUP: 1429
2 63 67 85 #SUP: 1429
2 63 67 86 #SUP: 1429
2 63 67 90 #SUP: 1429
2 59 63 67 #SUP: 1237
34 59 63 67 #SUP: 1508
59 63 67 85 #SUP: 1508
59 63 67 86 #SUP: 1508
59 63 67 90 #SUP: 1508
2 39 63 67 #SUP: 1237
34 39 63 67 #SUP: 1237
39 63 67 85 #SUP: 1237
39 63 67 86 #SUP: 1237
39 63 67 90 #SUP: 1237
39 67 86 90 #SUP: 1813
39 67 85 86 #SUP: 1813
39 67 85 90 #SUP: 1813
34 39 67 85 #SUP: 1813
34 39 67 86 #SUP: 1813
34 39 67 90 #SUP: 1813
2 34 39 67 #SUP: 1813
2 39 67 85 #SUP: 1813
2 39 67 86 #SUP: 1813
2 39 67 90 #SUP: 1813
2 39 59 67 #SUP: 1429
34 39 59 67 #SUP: 1429
39 59 67 85 #SUP: 1429
39 59 67 86 #SUP: 1429
39 59 67 90 #SUP: 1429
59 67 86 90 #SUP: 1892
59 67 85 86 #SUP: 1892
59 67 85 90 #SUP: 1892
34 59 67 85 #SUP: 1892
34 59 67 86 #SUP: 1892
34 59 67 90 #SUP: 1892
2 34 59 67 #SUP: 1621
2 59 67 85 #SUP: 1621
2 59 67 86 #SUP: 1621
2 59 67 90 #SUP: 1621
2 67 86 90 #SUP: 2005
2 67 85 86 #SUP: 2005
2 67 85 90 #SUP: 2005
2 34 67 85 #SUP: 2005
2 34 67 86 #SUP: 2005
2 34 67 90 #SUP: 2005
34 67 86 90 #SUP: 2276
34 67 85 86 #SUP: 2276
34 67 85 90 #SUP: 2276
67 85 86 90 #SUP: 2276
67 76 86 90 #SUP: 2048
67 76 85 86 #SUP: 2048
67 76 85 90 #SUP: 2048
34 67 76 85 #SUP: 2048
34 67 76 86 #SUP: 2048
34 67 76 90 #SUP: 2048
2 34 67 76 #SUP: 1777
2 67 76 85 #SUP: 1777
2 67 76 86 #SUP: 1777
2 67 76 90 #SUP: 1777
2 59 67 76 #SUP: 1393
34 59 67 76 #SUP: 1664
59 67 76 85 #SUP: 1664
59 67 76 86 #SUP: 1664
59 67 76 90 #SUP: 1664
39 59 67 76 #SUP: 1201
2 39 67 76 #SUP: 1585
34 39 67 76 #SUP: 1585
39 67 76 85 #SUP: 1585
39 67 76 86 #SUP: 1585
39 67 76 90 #SUP: 1585
59 63 67 76 #SUP: 1280
2 63 67 76 #SUP: 1201
34 63 67 76 #SUP: 1472
63 67 76 85 #SUP: 1472
63 67 76 86 #SUP: 1472
63 67 76 90 #SUP: 1472
63 76 86 90 #SUP: 1692
63 76 85 86 #SUP: 1692
63 76 85 90 #SUP: 1692
34 63 76 85 #SUP: 1692
34 63 76 86 #SUP: 1692
34 63 76 90 #SUP: 1692
2 34 63 76 #SUP: 1421
2 63 76 85 #SUP: 1421
2 63 76 86 #SUP: 1421
2 63 76 90 #SUP: 1421
2 59 63 76 #SUP: 1229
34 59 63 76 #SUP: 1500
59 63 76 85 #SUP: 1500
59 63 76 86 #SUP: 1500
59 63 76 90 #SUP: 1500
2 39 63 76 #SUP: 1229
34 39 63 76 #SUP: 1229
39 63 76 85 #SUP: 1229
39 63 76 86 #SUP: 1229
39 63 76 90 #SUP: 1229
39 76 86 90 #SUP: 1805
39 76 85 86 #SUP: 1805
39 76 85 90 #SUP: 1805
34 39 76 85 #SUP: 1805
34 39 76 86 #SUP: 1805
34 39 76 90 #SUP: 1805
2 34 39 76 #SUP: 1805
2 39 76 85 #SUP: 1805
2 39 76 86 #SUP: 1805
2 39 76 90 #SUP: 1805
2 39 59 76 #SUP: 1421
34 39 59 76 #SUP: 1421
39 59 76 85 #SUP: 1421
39 59 76 86 #SUP: 1421
39 59 76 90 #SUP: 1421
59 76 86 90 #SUP: 1884
59 76 85 86 #SUP: 1884
59 76 85 90 #SUP: 1884
34 59 76 85 #SUP: 1884
34 59 76 86 #SUP: 1884
34 59 76 90 #SUP: 1884
2 34 59 76 #SUP: 1613
2 59 76 85 #SUP: 1613
2 59 76 86 #SUP: 1613
2 59 76 90 #SUP: 1613
2 76 86 90 #SUP: 1997
2 76 85 86 #SUP: 1997
2 76 85 90 #SUP: 1997
2 34 76 85 #SUP: 1997
2 34 76 86 #SUP: 1997
2 34 76 90 #SUP: 1997
34 76 86 90 #SUP: 2268
34 76 85 86 #SUP: 2268
34 76 85 90 #SUP: 2268
76 85 86 90 #SUP: 2268
76 86 90 93 #SUP: 1500
76 85 86 93 #SUP: 1500
76 85 90 93 #SUP: 1500
34 76 85 93 #SUP: 1500
34 76 86 93 #SUP: 1500
34 76 90 93 #SUP: 1500
2 34 76 93 #SUP: 1229
2 76 85 93 #SUP: 1229
2 76 86 93 #SUP: 1229
2 76 90 93 #SUP: 1229
2 59 76 93 #SUP: 1229
34 59 76 93 #SUP: 1500
59 76 85 93 #SUP: 1500
59 76 86 93 #SUP: 1500
59 76 90 93 #SUP: 1500
59 63 76 93 #SUP: 1308
34 63 76 93 #SUP: 1308
63 76 85 93 #SUP: 1308
63 76 86 93 #SUP: 1308
63 76 90 93 #SUP: 1308
59 67 76 93 #SUP: 1280
34 67 76 93 #SUP: 1280
67 76 85 93 #SUP: 1280
67 76 86 93 #SUP: 1280
67 76 90 93 #SUP: 1280
67 86 90 93 #SUP: 1508
67 85 86 93 #SUP: 1508
67 85 90 93 #SUP: 1508
34 67 85 93 #SUP: 1508
34 67 86 93 #SUP: 1508
34 67 90 93 #SUP: 1508
2 34 67 93 #SUP: 1237
2 67 85 93 #SUP: 1237
2 67 86 93 #SUP: 1237
2 67 90 93 #SUP: 1237
2 59 67 93 #SUP: 1237
34 59 67 93 #SUP: 1508
59 67 85 93 #SUP: 1508
59 67 86 93 #SUP: 1508
59 67 90 93 #SUP: 1508
59 63 67 93 #SUP: 1316
34 63 67 93 #SUP: 1316
63 67 85 93 #SUP: 1316
63 67 86 93 #SUP: 1316
63 67 90 93 #SUP: 1316
63 86 90 93 #SUP: 2002
63 85 86 93 #SUP: 2002
63 85 90 93 #SUP: 2002
34 63 85 93 #SUP: 2002
34 63 86 93 #SUP: 2002
34 63 90 93 #SUP: 2002
2 34 63 93 #SUP: 1731
2 63 85 93 #SUP: 1731
2 63 86 93 #SUP: 1731
2 63 90 93 #SUP: 1731
2 59 63 93 #SUP: 1731
34 59 63 93 #SUP: 2002
59 63 85 93 #SUP: 2002
59 63 86 93 #SUP: 2002
59 63 90 93 #SUP: 2002
39 59 63 93 #SUP: 1539
2 39 63 93 #SUP: 1539
34 39 63 93 #SUP: 1539
39 63 85 93 #SUP: 1539
39 63 86 93 #SUP: 1539
39 63 90 93 #SUP: 1539
39 86 90 93 #SUP: 1731
39 85 86 93 #SUP: 1731
